Primary identifier,Name,Literature identifier,Study type,Endocrine-mediated endpoints,Endocrine mediated systems
CID:23973,Cadmium,PMID:18571719,IVTH,Affects intracellular signaling pathway,Metabolic endocrine-mediated perturbations
CID:23973,Cadmium,PMID:25744307,IVTH,Affects intracellular signaling pathway,Metabolic endocrine-mediated perturbations
CID:23973,Cadmium,PMID:26668641,IVR,Affects neural development,Developmental endocrine-mediated perturbations;Neurological endocrine-mediated perturbations
CID:23973,Cadmium,PMID:18308070,IVR,Affects neuronal differentiation,Developmental endocrine-mediated perturbations;Neurological endocrine-mediated perturbations
CID:23973,Cadmium,PMID:18308070,IVR,Affects neuronal differentiation,Developmental endocrine-mediated perturbations;Neurological endocrine-mediated perturbations
CID:23973,Cadmium,PMID:18308070,IVR,Affects neuronal differentiation,Developmental endocrine-mediated perturbations;Neurological endocrine-mediated perturbations
CID:23973,Cadmium,PMID:18571719,IVTH,Affects placental function,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:12604174,IVR,Affects sexual behavior,Neurological endocrine-mediated perturbations;Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:12604174,IVR,Affects sexual behavior,Neurological endocrine-mediated perturbations;Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:12604174,IVR,Affects sexual behavior,Neurological endocrine-mediated perturbations;Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:26668641,IVR,Affects social behavior,Neurological endocrine-mediated perturbations
CID:23973,Cadmium,PMID:18308070,IVR,Affects sperm motility,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:18308070,IVR,Affects sperm motility,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:18308070,IVR,Affects sperm motility,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:26668641,IVR,Affects sperm motility,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:28554186,IVR,Affects sperm motility,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:16144812,IVTH,Affects steroid metabolism,Metabolic endocrine-mediated perturbations;Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:20624455,IVTH,Affects steroid metabolism,Metabolic endocrine-mediated perturbations;Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:12080015,IVTH,Affects steroidogenesis,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:12080015,IVTH,Affects steroidogenesis,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:12080015,IVTH,Affects steroidogenesis,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:17719163,IVR,Affects steroidogenesis,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:17719163,IVR,Affects steroidogenesis,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:17719163,IVR,Affects steroidogenesis,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:21605642,IVR,Affects steroidogenesis,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:21605642,IVR,Affects survival of live fetus,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:17123754,IVR,Affects testicular function,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:25484011,IVR,Affects uterine morphology,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:25484011,IVR,Affects uterine morphology,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:25484011,IVR,Affects uterine morphology,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:27469444,IVR,Affects uterine morphology,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:27469444,IVR,Alteration in prostate morphology,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:25484011,IVR,Alterations in endometrial morphology,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:25484011,IVR,Alterations in endometrial morphology,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:25484011,IVR,Alterations in endometrial morphology,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:27469444,IVR,Alterations in immune responses,Immunological endocrine-mediated perturbations
CID:23973,Cadmium,PMID:29197250,IVR,Alterations in number of leydig cells,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:29197250,IVR,Alterations in number of leydig cells,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:23858299,IVR,Alterations in vaginal opening,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:18308070,IVR,Alters testicular function,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:18308070,IVR,Alters testicular function,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:18308070,IVR,Alters testicular function,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:29197250,IVR,Alters testicular function,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:29197250,IVR,Alters testicular function,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:29197250,IVR,Alters testicular function,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:18571719,IVTH,Cancer phenotype,Endocrine-mediated cancer
CID:23973,Cadmium,PMID:20153348,IVTH,Cancer phenotype,Endocrine-mediated cancer
CID:23973,Cadmium,PMID:20219890,IVTH,Cancer phenotype,Endocrine-mediated cancer
CID:23973,Cadmium,PMID:23858299,IVR,Cancer phenotype,Endocrine-mediated cancer
CID:23973,Cadmium,PMID:23858299,IVR,Cancer phenotype,Endocrine-mediated cancer
CID:23973,Cadmium,PMID:25484011,IVR,Changes in haemocrit values,Immunological endocrine-mediated perturbations
CID:23973,Cadmium,PMID:25484011,IVR,Changes in haemocrit values,Immunological endocrine-mediated perturbations
CID:23973,Cadmium,PMID:25484011,IVR,Changes in haemocrit values,Immunological endocrine-mediated perturbations
CID:23973,Cadmium,PMID:23858299,IVR,Changes in mammary gland morphology,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:20624455,IVTH,Decrease in cortisol levels,Neurological endocrine-mediated perturbations
CID:23973,Cadmium,PMID:23792431,IVR,Decrease in T3 levels,Metabolic endocrine-mediated perturbations
CID:23973,Cadmium,PMID:23792431,IVR,Decrease in T3 levels,Metabolic endocrine-mediated perturbations
CID:23973,Cadmium,PMID:23792431,IVR,Decrease in T3 levels,Metabolic endocrine-mediated perturbations
CID:23973,Cadmium,PMID:23792431,IVR,Decrease in T3 levels,Metabolic endocrine-mediated perturbations
CID:23973,Cadmium,PMID:23792431,IVR,Decrease in T3 levels,Metabolic endocrine-mediated perturbations
CID:23973,Cadmium,PMID:23792431,IVR,Decrease in T3 levels,Metabolic endocrine-mediated perturbations
CID:23973,Cadmium,PMID:23792431,IVR,Decrease in T4 levels,Metabolic endocrine-mediated perturbations
CID:23973,Cadmium,PMID:23792431,IVR,Decrease in T4 levels,Metabolic endocrine-mediated perturbations
CID:23973,Cadmium,PMID:23792431,IVR,Decrease in T4 levels,Metabolic endocrine-mediated perturbations
CID:23973,Cadmium,PMID:23792431,IVR,Decrease in T4 levels,Metabolic endocrine-mediated perturbations
CID:23973,Cadmium,PMID:23792431,IVR,Decrease in T4 levels,Metabolic endocrine-mediated perturbations
CID:23973,Cadmium,PMID:23792431,IVR,Decrease in T4 levels,Metabolic endocrine-mediated perturbations
CID:23973,Cadmium,PMID:25484011,IVR,Decreased Alanine aminotransferase (ALT) levels,Hepatic endocrine-mediated perturbations
CID:23973,Cadmium,PMID:25484011,IVR,Decreased Alanine aminotransferase (ALT) levels,Hepatic endocrine-mediated perturbations
CID:23973,Cadmium,PMID:25484011,IVR,Decreased Alanine aminotransferase (ALT) levels,Hepatic endocrine-mediated perturbations
CID:23973,Cadmium,PMID:12397409,IVR,Decreased estradiol levels,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:18708132,IVR,Decreased estradiol levels,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:8989890,IVR,Decreased estradiol levels,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:8989890,IVR,Decreased estradiol levels,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:12604174,IVR,Decreased LH levels,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:25484011,IVR,Decreased LH levels,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:25484011,IVR,Decreased LH levels,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:25912632,IVR,Decreased LH levels,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:12080015,IVTH,Decreased progesterone levels,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:12080015,IVTH,Decreased progesterone levels,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:12080015,IVTH,Decreased progesterone levels,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:12397409,IVR,Decreased progesterone levels,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:17719163,IVR,Decreased progesterone levels,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:17719163,IVR,Decreased progesterone levels,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:17719163,IVR,Decreased progesterone levels,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:18708132,IVR,Decreased progesterone levels,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:18708132,IVR,Decreased progesterone levels,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:8989890,IVR,Decreased progesterone levels,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:8989890,IVR,Decreased progesterone levels,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:21287658,IVR,Decreased prostate weights,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:21605642,IVR,Decreased testis weights,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:21605642,IVR,Decreased testosterone levels,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:25484011,IVR,Decreased testosterone levels,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:25484011,IVR,Decreased testosterone levels,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:25912632,IVR,Decreased testosterone levels,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:29197250,IVR,Decreased testosterone levels,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:29197250,IVR,Decreased testosterone levels,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:25484011,IVR,Decreased weights of thyroid gland,Metabolic endocrine-mediated perturbations
CID:23973,Cadmium,PMID:25484011,IVR,Decreased weights of thyroid gland,Metabolic endocrine-mediated perturbations
CID:23973,Cadmium,PMID:25484011,IVR,Decreased weights of thyroid gland,Metabolic endocrine-mediated perturbations
CID:23973,Cadmium,PMID:25484011,IVR,Decreased weights of thyroid gland,Metabolic endocrine-mediated perturbations
CID:23973,Cadmium,PMID:20652474,IVR,Increase in Growth Hormone (GH) levels,Metabolic endocrine-mediated perturbations
CID:23973,Cadmium,PMID:26668641,IVR,Increase in the number of abnormal sperms,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:20652474,IVR,Increase in TSH levels,Metabolic endocrine-mediated perturbations
CID:23973,Cadmium,PMID:23858299,IVR,Increased estradiol levels,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:20652474,IVR,Increased levels of adrenocortical hormones (ACTH),Metabolic endocrine-mediated perturbations
CID:23973,Cadmium,PMID:20652474,IVR,Increased levels of adrenocortical hormones (ACTH),Metabolic endocrine-mediated perturbations
CID:23973,Cadmium,PMID:8989890,IVR,Increased liver weights,Hepatic endocrine-mediated perturbations
CID:23973,Cadmium,PMID:12604174,IVR,Increased testis weights,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:12604174,IVR,Increased testis weights,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:25912632,IVR,Increased testis weights,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:12604174,IVR,Increased testosterone levels,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:12604174,IVR,Increased testosterone levels,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:12604174,IVR,Increased testosterone levels,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:23858299,IVR,Increased testosterone levels,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:23858299,IVR,Increased testosterone levels,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:25484011,IVR,Increased uterine weights,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:25484011,IVR,Increased uterine weights,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:25484011,IVR,Increased weights of adrenal gland,Metabolic endocrine-mediated perturbations
CID:23973,Cadmium,PMID:23858299,IVR,Induce apoptosis in mammary gland cells,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:18708132,IVR,No significant effects observed,-
CID:23973,Cadmium,PMID:20624455,IVTH,No significant effects observed,-
CID:23973,Cadmium,PMID:25484011,IVR,No significant effects observed,-
CID:23973,Cadmium,PMID:20219890,IVTH,Occurrence of mammary gland tumor,Endocrine-mediated cancer;Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:8207012,IVTH,Occurrence of mammary gland tumor,Endocrine-mediated cancer;Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:25912632,IVR,Oxidative stress in testis,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:25912632,IVR,Reduced sperm counts,Reproductive endocrine-mediated perturbations
CID:23973,Cadmium,PMID:21287658,IVR,Uterine hyperplasia,Reproductive endocrine-mediated perturbations
CID:23976,Chromium,PMID:23470461,IVR,Affects folliculogenesis,Reproductive endocrine-mediated perturbations
CID:23976,Chromium,PMID:23470461,IVR,Affects folliculogenesis,Reproductive endocrine-mediated perturbations
CID:23976,Chromium,PMID:23470461,IVR,Affects folliculogenesis,Reproductive endocrine-mediated perturbations
CID:23976,Chromium,PMID:23470461,IVR,Affects the biochemical composition of ovary,Reproductive endocrine-mediated perturbations
CID:23976,Chromium,PMID:23470461,IVR,Affects the biochemical composition of ovary,Reproductive endocrine-mediated perturbations
CID:23976,Chromium,PMID:23470461,IVR,Affects the biochemical composition of ovary,Reproductive endocrine-mediated perturbations
CID:23976,Chromium,PMID:23470461,IVR,Decreased estradiol levels,Reproductive endocrine-mediated perturbations
CID:23976,Chromium,PMID:23470461,IVR,Decreased estradiol levels,Reproductive endocrine-mediated perturbations
